,end,val,accn,fy,fp,form,filed,frame,fact,start
46,2012-04-29,30716000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2012Q1,NetIncomeLoss,2012-01-30
53,2012-07-29,43380000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2012Q2,NetIncomeLoss,2012-04-30
59,2012-10-28,48900000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2012Q3,NetIncomeLoss,2012-07-30
62,2013-02-03,256730000.0,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2012,NetIncomeLoss,2012-02-01
64,2013-02-03,133734000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2012Q4,NetIncomeLoss,2012-10-29
80,2014-02-02,278902000.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2013,NetIncomeLoss,2013-02-04
81,2014-02-02,133798000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2013Q4,NetIncomeLoss,2013-11-04
94,2015-02-01,308854000.0,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2014,NetIncomeLoss,2014-02-03
107,2016-01-31,310068000.0,0001193125-18-102232,2017,FY,10-K,2018-03-29,CY2015,NetIncomeLoss,2015-02-02
120,2017-01-29,305387000.0,0001193125-19-097973,2018,FY,10-K,2019-04-04,CY2016,NetIncomeLoss,2016-02-01
131,2018-01-28,259545000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2017,NetIncomeLoss,2017-01-29
138,2018-04-29,45168000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2018Q1,NetIncomeLoss,2018-01-29
145,2018-07-29,51713000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2018Q2,NetIncomeLoss,2018-04-30
150,2018-10-28,81465000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2018Q3,NetIncomeLoss,2018-07-30
153,2019-02-03,333684000.0,0001193125-21-100319,2020,FY,10-K,2021-03-30,CY2018,NetIncomeLoss,2018-01-29
154,2019-02-03,155338000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2018Q4,NetIncomeLoss,2018-10-29
176,2020-02-02,356062000.0,0001628280-22-007494,2021,FY,10-K,2022-03-28,CY2019,NetIncomeLoss,2019-02-04
177,2020-02-02,166045000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2019Q4,NetIncomeLoss,2019-11-04
196,2021-01-31,680714000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2020,NetIncomeLoss,2020-02-03
214,2022-01-30,1126337000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2021,NetIncomeLoss,2021-02-01
227,2023-01-29,1127904000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2022,NetIncomeLoss,2022-01-31
0,2010-01-31,77442000.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2009,NetIncomeLossAvailableToCommonStockholdersBasic,2009-02-02
6,2011-01-30,200227000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2010,NetIncomeLossAvailableToCommonStockholdersBasic,2010-02-01
18,2012-01-29,236931000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2011,NetIncomeLossAvailableToCommonStockholdersBasic,2011-01-31
31,2013-02-03,256730000.0,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2012,NetIncomeLossAvailableToCommonStockholdersBasic,2012-02-01
44,2014-02-02,278902000.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2013,NetIncomeLossAvailableToCommonStockholdersBasic,2013-02-04
57,2015-02-01,308854000.0,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2014,NetIncomeLossAvailableToCommonStockholdersBasic,2014-02-03
70,2016-01-31,310068000.0,0001193125-18-102232,2017,FY,10-K,2018-03-29,CY2015,NetIncomeLossAvailableToCommonStockholdersBasic,2015-02-02
83,2017-01-29,305387000.0,0001193125-19-097973,2018,FY,10-K,2019-04-04,CY2016,NetIncomeLossAvailableToCommonStockholdersBasic,2016-02-01
94,2018-01-28,259545000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2017,NetIncomeLossAvailableToCommonStockholdersBasic,2017-01-29
109,2019-02-03,333684000.0,0001193125-21-100319,2020,FY,10-K,2021-03-30,CY2018,NetIncomeLossAvailableToCommonStockholdersBasic,2018-01-29
122,2020-02-02,356062000.0,0001628280-22-007494,2021,FY,10-K,2022-03-28,CY2019,NetIncomeLossAvailableToCommonStockholdersBasic,2019-02-04
135,2021-01-31,680714000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2020,NetIncomeLossAvailableToCommonStockholdersBasic,2020-02-03
147,2022-01-30,1126337000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2021,NetIncomeLossAvailableToCommonStockholdersBasic,2021-02-01
156,2023-01-29,1127904000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2022,NetIncomeLossAvailableToCommonStockholdersBasic,2022-01-31
0,2010-01-31,77442000.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2009,NetIncomeLossAvailableToCommonStockholdersDiluted,2009-02-02
6,2011-01-30,200227000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2010,NetIncomeLossAvailableToCommonStockholdersDiluted,2010-02-01
18,2012-01-29,236931000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2011,NetIncomeLossAvailableToCommonStockholdersDiluted,2011-01-31
31,2013-02-03,256730000.0,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2012,NetIncomeLossAvailableToCommonStockholdersDiluted,2012-02-01
44,2014-02-02,278902000.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2013,NetIncomeLossAvailableToCommonStockholdersDiluted,2013-02-04
57,2015-02-01,308854000.0,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2014,NetIncomeLossAvailableToCommonStockholdersDiluted,2014-02-03
70,2016-01-31,310068000.0,0001193125-18-102232,2017,FY,10-K,2018-03-29,CY2015,NetIncomeLossAvailableToCommonStockholdersDiluted,2015-02-02
83,2017-01-29,305387000.0,0001193125-19-097973,2018,FY,10-K,2019-04-04,CY2016,NetIncomeLossAvailableToCommonStockholdersDiluted,2016-02-01
94,2018-01-28,259545000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2017,NetIncomeLossAvailableToCommonStockholdersDiluted,2017-01-29
109,2019-02-03,333684000.0,0001193125-21-100319,2020,FY,10-K,2021-03-30,CY2018,NetIncomeLossAvailableToCommonStockholdersDiluted,2018-01-29
122,2020-02-02,356062000.0,0001628280-22-007494,2021,FY,10-K,2022-03-28,CY2019,NetIncomeLossAvailableToCommonStockholdersDiluted,2019-02-04
135,2021-01-31,680714000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2020,NetIncomeLossAvailableToCommonStockholdersDiluted,2020-02-03
147,2022-01-30,1126337000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2021,NetIncomeLossAvailableToCommonStockholdersDiluted,2021-02-01
156,2023-01-29,1127904000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2022,NetIncomeLossAvailableToCommonStockholdersDiluted,2022-01-31
0,2020-02-02,1200000000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2019,NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfAdoptionQuantification,2019-02-04
2,2015-02-01,2.0,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2014,NumberOfReportableSegments,2014-02-03
6,2016-01-31,2.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2015,NumberOfReportableSegments,2015-02-02
10,2017-01-29,2.0,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2016,NumberOfReportableSegments,2016-02-01
14,2018-01-28,2.0,0001193125-18-102232,2017,FY,10-K,2018-03-29,CY2017,NumberOfReportableSegments,2017-01-30
18,2019-02-03,2.0,0001193125-19-097973,2018,FY,10-K,2019-04-04,CY2018,NumberOfReportableSegments,2018-01-29
0,2012-01-29,44.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2011Q4I,NumberOfStatesInWhichEntityOperates,
0,2012-01-29,576.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2011Q4I,NumberOfStores,
0,2010-01-31,121442000.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2009,OperatingIncomeLoss,2009-02-02
1,2010-05-02,32461000.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2010Q1,OperatingIncomeLoss,2010-02-01
2,2010-08-01,51197000.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2010Q2,OperatingIncomeLoss,2010-05-03
3,2010-10-31,56162000.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2010Q3,OperatingIncomeLoss,2010-08-02
5,2011-01-30,323414000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2010,OperatingIncomeLoss,2010-02-01
6,2011-01-30,183594000.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2010Q4,OperatingIncomeLoss,2010-11-01
9,2011-05-01,51700000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2011Q1,OperatingIncomeLoss,2011-01-31
13,2011-07-31,64085000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2011Q2,OperatingIncomeLoss,2011-05-02
17,2011-10-30,68744000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2011Q3,OperatingIncomeLoss,2011-08-01
20,2012-01-29,381732000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2011,OperatingIncomeLoss,2011-01-31
22,2012-01-29,197203000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2011Q4,OperatingIncomeLoss,2011-10-31
25,2012-04-29,49323000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2012Q1,OperatingIncomeLoss,2012-01-30
32,2012-07-29,70103000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2012Q2,OperatingIncomeLoss,2012-04-30
38,2012-10-28,79296000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2012Q3,OperatingIncomeLoss,2012-07-30
41,2013-02-03,409163000.0,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2012,OperatingIncomeLoss,2012-02-01
43,2013-02-03,210441000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2012Q4,OperatingIncomeLoss,2012-10-29
59,2014-02-02,452098000.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2013,OperatingIncomeLoss,2013-02-04
60,2014-02-02,217735000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2013Q4,OperatingIncomeLoss,2013-11-04
73,2015-02-01,502265000.0,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2014,OperatingIncomeLoss,2014-02-03
86,2016-01-31,488634000.0,0001193125-18-102232,2017,FY,10-K,2018-03-29,CY2015,OperatingIncomeLoss,2015-02-02
99,2017-01-29,472599000.0,0001193125-19-097973,2018,FY,10-K,2019-04-04,CY2016,OperatingIncomeLoss,2016-02-01
110,2018-01-28,453811000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2017,OperatingIncomeLoss,2017-01-29
114,2018-04-29,66550000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2018Q1,OperatingIncomeLoss,2018-01-29
120,2018-07-29,74166000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2018Q2,OperatingIncomeLoss,2018-04-30
125,2018-10-28,94384000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2018Q3,OperatingIncomeLoss,2018-07-30
128,2019-02-03,435953000.0,0001193125-21-100319,2020,FY,10-K,2021-03-30,CY2018,OperatingIncomeLoss,2018-01-29
129,2019-02-03,200853000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2018Q4,OperatingIncomeLoss,2018-10-29
145,2020-02-02,465874000.0,0001628280-22-007494,2021,FY,10-K,2022-03-28,CY2019,OperatingIncomeLoss,2019-02-04
146,2020-02-02,203686000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2019Q4,OperatingIncomeLoss,2019-11-04
159,2021-01-31,910697000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2020,OperatingIncomeLoss,2020-02-03
171,2022-01-30,1453116000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2021,OperatingIncomeLoss,2021-02-01
180,2023-01-29,1498422000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2022,OperatingIncomeLoss,2022-01-31
6,2020-02-02,267883000.0,0001193125-21-100319,2020,FY,10-K,2021-03-30,CY2019,OperatingLeaseCost,2019-02-04
8,2021-01-31,263126000.0,0001628280-22-007494,2021,FY,10-K,2022-03-28,CY2020,OperatingLeaseCost,2020-02-03
10,2022-01-30,256924000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2021,OperatingLeaseCost,2021-02-01
11,2023-01-29,275086000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2022,OperatingLeaseCost,2022-01-31
12,2021-01-31,7900000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2020,OperatingLeaseImpairmentLoss,2020-02-03
25,2023-01-29,2600000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2022,OperatingLeaseImpairmentLoss,2022-01-31
3,2020-02-02,1322502000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2019Q4I,OperatingLeaseLiability,
4,2021-01-31,1234811000.0,0001193125-21-100319,2020,FY,10-K,2021-03-30,CY2020Q4I,OperatingLeaseLiability,
5,2022-01-30,1284248000.0,0001628280-22-007494,2021,FY,10-K,2022-03-28,CY2021Q4I,OperatingLeaseLiability,
6,2023-01-29,1443658000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2022Q4I,OperatingLeaseLiability,
10,2020-02-02,227923000.0,0001193125-21-100319,2020,FY,10-K,2021-03-30,CY2019Q4I,OperatingLeaseLiabilityCurrent,
21,2021-01-31,209754000.0,0001628280-22-007494,2021,FY,10-K,2022-03-28,CY2020Q4I,OperatingLeaseLiabilityCurrent,
32,2022-01-30,217409000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2021Q4I,OperatingLeaseLiabilityCurrent,
10,2020-02-02,1094579000.0,0001193125-21-100319,2020,FY,10-K,2021-03-30,CY2019Q4I,OperatingLeaseLiabilityNoncurrent,
21,2021-01-31,1025057000.0,0001628280-22-007494,2021,FY,10-K,2022-03-28,CY2020Q4I,OperatingLeaseLiabilityNoncurrent,
32,2022-01-30,1066839000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2021Q4I,OperatingLeaseLiabilityNoncurrent,
10,2020-02-02,1166383000.0,0001193125-21-100319,2020,FY,10-K,2021-03-30,CY2019Q4I,OperatingLeaseRightOfUseAsset,
21,2021-01-31,1086009000.0,0001628280-22-007494,2021,FY,10-K,2022-03-28,CY2020Q4I,OperatingLeaseRightOfUseAsset,
32,2022-01-30,1132764000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2021Q4I,OperatingLeaseRightOfUseAsset,
0,2012-01-29,1386239000.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2011Q4I,OperatingLeasesFutureMinimumPaymentsDue,
1,2013-02-03,1444253000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2012Q4I,OperatingLeasesFutureMinimumPaymentsDue,
2,2014-02-02,1431599000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2013Q4I,OperatingLeasesFutureMinimumPaymentsDue,
3,2015-02-01,1594325000.0,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2014Q4I,OperatingLeasesFutureMinimumPaymentsDue,
4,2016-01-31,1733908000.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2015Q4I,OperatingLeasesFutureMinimumPaymentsDue,
5,2017-01-29,1826510000.0,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2016Q4I,OperatingLeasesFutureMinimumPaymentsDue,
6,2018-01-28,1868935000.0,0001193125-18-102232,2017,FY,10-K,2018-03-29,CY2017Q4I,OperatingLeasesFutureMinimumPaymentsDue,
7,2019-02-03,1690944000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2018Q4I,OperatingLeasesFutureMinimumPaymentsDue,
15,2020-02-02,1537736000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2019Q4I,OperatingLeasesFutureMinimumPaymentsDue,
16,2021-01-31,1427429000.0,0001193125-21-100319,2020,FY,10-K,2021-03-30,CY2020Q4I,OperatingLeasesFutureMinimumPaymentsDue,
0,2012-01-29,221591000.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2011Q4I,OperatingLeasesFutureMinimumPaymentsDueCurrent,
1,2013-02-03,224579000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2012Q4I,OperatingLeasesFutureMinimumPaymentsDueCurrent,
2,2014-02-02,231660000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2013Q4I,OperatingLeasesFutureMinimumPaymentsDueCurrent,
3,2015-02-01,237975000.0,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2014Q4I,OperatingLeasesFutureMinimumPaymentsDueCurrent,
4,2016-01-31,257805000.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2015Q4I,OperatingLeasesFutureMinimumPaymentsDueCurrent,
5,2017-01-29,268593000.0,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2016Q4I,OperatingLeasesFutureMinimumPaymentsDueCurrent,
6,2018-01-28,288583000.0,0001193125-18-102232,2017,FY,10-K,2018-03-29,CY2017Q4I,OperatingLeasesFutureMinimumPaymentsDueCurrent,
7,2019-02-03,292387000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2018Q4I,OperatingLeasesFutureMinimumPaymentsDueCurrent,
0,2012-01-29,140006000.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2011Q4I,OperatingLeasesFutureMinimumPaymentsDueInFiveYears,
1,2013-02-03,142769000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2012Q4I,OperatingLeasesFutureMinimumPaymentsDueInFiveYears,
2,2014-02-02,146473000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2013Q4I,OperatingLeasesFutureMinimumPaymentsDueInFiveYears,
3,2015-02-01,158431000.0,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2014Q4I,OperatingLeasesFutureMinimumPaymentsDueInFiveYears,
4,2016-01-31,168046000.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2015Q4I,OperatingLeasesFutureMinimumPaymentsDueInFiveYears,
5,2017-01-29,177812000.0,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2016Q4I,OperatingLeasesFutureMinimumPaymentsDueInFiveYears,
6,2018-01-28,176193000.0,0001193125-18-102232,2017,FY,10-K,2018-03-29,CY2017Q4I,OperatingLeasesFutureMinimumPaymentsDueInFiveYears,
7,2019-02-03,160308000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2018Q4I,OperatingLeasesFutureMinimumPaymentsDueInFiveYears,
15,2020-02-02,178650000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2019Q4I,OperatingLeasesFutureMinimumPaymentsDueInFiveYears,
16,2021-01-31,172068000.0,0001193125-21-100319,2020,FY,10-K,2021-03-30,CY2020Q4I,OperatingLeasesFutureMinimumPaymentsDueInFiveYears,
0,2012-01-29,154731000.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2011Q4I,OperatingLeasesFutureMinimumPaymentsDueInFourYears,
1,2013-02-03,166573000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2012Q4I,OperatingLeasesFutureMinimumPaymentsDueInFourYears,
2,2014-02-02,165737000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2013Q4I,OperatingLeasesFutureMinimumPaymentsDueInFourYears,
3,2015-02-01,178353000.0,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2014Q4I,OperatingLeasesFutureMinimumPaymentsDueInFourYears,
4,2016-01-31,197055000.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2015Q4I,OperatingLeasesFutureMinimumPaymentsDueInFourYears,
5,2017-01-29,206874000.0,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2016Q4I,OperatingLeasesFutureMinimumPaymentsDueInFourYears,
6,2018-01-28,212085000.0,0001193125-18-102232,2017,FY,10-K,2018-03-29,CY2017Q4I,OperatingLeasesFutureMinimumPaymentsDueInFourYears,
7,2019-02-03,190263000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2018Q4I,OperatingLeasesFutureMinimumPaymentsDueInFourYears,
15,2020-02-02,212629000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2019Q4I,OperatingLeasesFutureMinimumPaymentsDueInFourYears,
16,2021-01-31,198107000.0,0001193125-21-100319,2020,FY,10-K,2021-03-30,CY2020Q4I,OperatingLeasesFutureMinimumPaymentsDueInFourYears,
0,2012-01-29,179440000.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2011Q4I,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,
1,2013-02-03,181233000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2012Q4I,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,
2,2014-02-02,191569000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2013Q4I,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,
3,2015-02-01,198483000.0,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2014Q4I,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,
4,2016-01-31,218381000.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2015Q4I,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,
5,2017-01-29,237667000.0,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2016Q4I,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,
6,2018-01-28,245189000.0,0001193125-18-102232,2017,FY,10-K,2018-03-29,CY2017Q4I,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,
7,2019-02-03,225755000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2018Q4I,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,
15,2020-02-02,246588000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2019Q4I,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,
16,2021-01-31,234946000.0,0001193125-21-100319,2020,FY,10-K,2021-03-30,CY2020Q4I,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,
0,2012-01-29,199852000.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2011Q4I,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,
1,2013-02-03,207696000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2012Q4I,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,
2,2014-02-02,207128000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2013Q4I,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,
3,2015-02-01,225951000.0,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2014Q4I,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,
4,2016-01-31,242036000.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2015Q4I,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,
5,2017-01-29,258767000.0,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2016Q4I,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,
6,2018-01-28,275712000.0,0001193125-18-102232,2017,FY,10-K,2018-03-29,CY2017Q4I,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,
7,2019-02-03,262429000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2018Q4I,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,
15,2020-02-02,281995000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2019Q4I,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,
16,2021-01-31,267760000.0,0001193125-21-100319,2020,FY,10-K,2021-03-30,CY2020Q4I,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,
0,2012-01-29,490619000.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2011Q4I,OperatingLeasesFutureMinimumPaymentsDueThereafter,
1,2013-02-03,521403000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2012Q4I,OperatingLeasesFutureMinimumPaymentsDueThereafter,
2,2014-02-02,489032000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2013Q4I,OperatingLeasesFutureMinimumPaymentsDueThereafter,
3,2015-02-01,595132000.0,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2014Q4I,OperatingLeasesFutureMinimumPaymentsDueThereafter,
4,2016-01-31,650585000.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2015Q4I,OperatingLeasesFutureMinimumPaymentsDueThereafter,
5,2017-01-29,676797000.0,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2016Q4I,OperatingLeasesFutureMinimumPaymentsDueThereafter,
6,2018-01-28,671173000.0,0001193125-18-102232,2017,FY,10-K,2018-03-29,CY2017Q4I,OperatingLeasesFutureMinimumPaymentsDueThereafter,
7,2019-02-03,559802000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2018Q4I,OperatingLeasesFutureMinimumPaymentsDueThereafter,
0,2010-01-31,33994000.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2009,OperatingLeasesRentExpenseContingentRentals,2009-02-02
1,2011-01-30,34856000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2010,OperatingLeasesRentExpenseContingentRentals,2010-02-01
3,2012-01-29,34390000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2011,OperatingLeasesRentExpenseContingentRentals,2011-01-31
8,2013-02-03,35634000.0,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2012,OperatingLeasesRentExpenseContingentRentals,2012-02-01
9,2014-02-02,34608000.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2013,OperatingLeasesRentExpenseContingentRentals,2013-02-04
